chrom	length	bases	mean	min	max
NW_026511270.1	46973	118303	2.52	0	27
NW_026511271.1	40921	59196	1.45	0	30
NW_026511272.1	72784	153174	2.10	0	109
NW_026511273.1	38547	101422	2.63	0	23
NW_026511274.1	51464	27980	0.54	0	14
NW_026511275.1	63114	228988	3.63	0	91
NW_026511276.1	222288	409433	1.84	0	68
NW_026511277.1	43472	93962	2.16	0	18
NW_026511278.1	54032	91117	1.69	0	32
NW_026511279.1	50873	106927	2.10	0	34
NW_026511280.1	323256	559170	1.73	0	201
NW_026511281.1	108101	706759	6.54	0	63
NW_026511282.1	54402	88362	1.62	0	12
NW_026511283.1	30576	47575	1.56	0	36
NW_026511284.1	23491	48353	2.06	0	12
NW_026511285.1	54543	90296	1.66	0	19
NW_026511286.1	15008	11345	0.76	0	9
NW_026511287.1	322689	458881	1.42	0	49
NW_026511288.1	43751	62660	1.43	0	25
NW_026511289.1	38638	174408	4.51	0	60
NW_026511290.1	179996	346330	1.92	0	34
NW_026511291.1	50012	37692	0.75	0	12
NW_026511292.1	45347	97519	2.15	0	29
NW_026511293.1	42398	226152	5.33	0	187
NW_026511294.1	33759	46066	1.36	0	11
NW_026511295.1	136773	274594	2.01	0	52
NW_026511296.1	61612	61003	0.99	0	15
NW_026511297.1	46065	81223	1.76	0	23
NW_026511298.1	97999	164398	1.68	0	24
NW_026511299.1	39183	61776	1.58	0	27
NW_026511300.1	45244	70459	1.56	0	35
NW_026511301.1	21047	171025	8.13	0	257
NW_026511302.1	17492	57232	3.27	0	16
NW_026511303.1	207628	442375	2.13	0	30
NW_026511304.1	2436	3726	1.53	0	8
NW_026511305.1	124640	232109	1.86	0	37
NW_026511306.1	51553	64792	1.26	0	19
NW_026511307.1	92607	109651	1.18	0	283
NW_026511308.1	27300	59061	2.16	0	226
NW_026511309.1	124038	218855	1.76	0	30
NW_026511310.1	42342	42066	0.99	0	12
NW_026511311.1	39518	40060	1.01	0	17
NW_026511312.1	68107	183515	2.69	0	45
NW_026511313.1	33103	42626	1.29	0	11
NW_026511314.1	118836	299687	2.52	0	78
NW_026511315.1	73728	207329	2.81	0	52
NW_026511316.1	23987	165997	6.92	0	366
NW_026511317.1	13775	22520	1.63	0	19
NW_026511318.1	51889	120143	2.32	0	31
NW_026511319.1	51163	134797	2.63	0	39
NW_026511320.1	26236	80562	3.07	0	20
NW_026511321.1	19584	124447	6.35	0	25
NW_026511322.1	364046	474642	1.30	0	36
NW_026511323.1	308800	535208	1.73	0	82
NW_026511324.1	69178	105358	1.52	0	49
NW_026511325.1	59851	289676	4.84	0	48
NW_026511326.1	48504	110650	2.28	0	28
NW_026511327.1	23596	50032	2.12	0	20
NW_026511328.1	35725	166229	4.65	0	44
NW_026511329.1	30965	66649	2.15	0	52
NW_026511330.1	87416	238970	2.73	0	22
NW_026511331.1	50002	68772	1.38	0	20
NW_026511332.1	52684	104629	1.99	0	30
NW_026511333.1	181955	387252	2.13	0	41
NW_026511334.1	82848	113153	1.37	0	19
NW_026511335.1	57719	382126	6.62	0	413
NW_026511336.1	48068	58857	1.22	0	12
NW_026511337.1	50668	134325	2.65	0	64
NW_026511338.1	81763	100320	1.23	0	42
NW_026511339.1	57700	242743	4.21	0	38
NW_026511340.1	50003	108645	2.17	0	14
NW_026511341.1	38908	61240	1.57	0	21
NW_026511342.1	43031	126788	2.95	0	30
NW_026511343.1	290583	586381	2.02	0	84
NW_026511344.1	216073	502570	2.33	0	34
NW_026511345.1	6472	13033	2.01	0	7
NW_026511346.1	105998	216376	2.04	0	28
NW_026511347.1	65935	126025	1.91	0	37
NW_026511348.1	46453	87410	1.88	0	32
NW_026511349.1	30339	84064	2.77	0	59
NW_026511350.1	140003	366226	2.62	0	81
NW_026511351.1	162672	357532	2.20	0	144
NW_026511352.1	60085	84443	1.41	0	30
NW_026511353.1	29171	59900	2.05	0	12
NW_026511354.1	52519	83660	1.59	0	11
NW_026511355.1	201660	1008859	5.00	0	755
NW_026511356.1	25619	86119	3.36	0	28
NW_026511357.1	32889	230619	7.01	0	88
NW_026511358.1	423037	745313	1.76	0	36
NW_026511359.1	36982	136982	3.70	0	26
NW_026511360.1	280412	428661	1.53	0	33
NW_026511361.1	158416	303771	1.92	0	44
NW_026511362.1	73633	118382	1.61	0	26
NW_026511363.1	20072	42270	2.11	0	13
NW_026511364.1	73432	112126	1.53	0	28
NW_026511365.1	39079	43466	1.11	0	31
NW_026511366.1	60227	99498	1.65	0	52
NW_026511367.1	21751	47327	2.18	0	13
NW_026511368.1	81239	180898	2.23	0	38
NW_026511369.1	55959	168385	3.01	0	74
NW_026511370.1	59030	88358	1.50	0	14
NW_026511371.1	54591	107965	1.98	0	56
NW_026511372.1	220051	450158	2.05	0	33
NW_026511373.1	62229	82752	1.33	0	16
NW_026511374.1	47168	89294	1.89	0	14
NW_026511375.1	55813	96659	1.73	0	17
NW_026511376.1	57476	171817	2.99	0	23
NW_026511377.1	469054	1323825	2.82	0	102
NW_026511378.1	24341	51264	2.11	0	30
NW_026511379.1	36840	41916	1.14	0	8
NW_026511380.1	78483	452914	5.77	0	160
NW_026511381.1	711	138	0.19	0	1
NW_026511382.1	19903	69250	3.48	0	19
NW_026511383.1	137638	231481	1.68	0	69
NW_026511384.1	83662	86523	1.03	0	18
NW_026511385.1	90183	95382	1.06	0	33
NW_026511386.1	28273	90178	3.19	0	43
NW_026511387.1	25692	187873	7.31	0	163
NW_026511388.1	37792	83429	2.21	0	34
NW_026511389.1	334024	586948	1.76	0	98
NW_026511390.1	55941	34799	0.62	0	8
NW_026511391.1	45310	178595	3.94	0	59
NW_026511392.1	25780	69127	2.68	0	13
NW_026511393.1	106462	240221	2.26	0	43
NW_026511394.1	333523	349467	1.05	0	35
NW_026511395.1	201121	323265	1.61	0	33
NW_026511396.1	153231	319604	2.09	0	69
NW_026511397.1	225006	444884	1.98	0	22
NW_026511398.1	85375	248373	2.91	0	140
NW_026511399.1	56441	186316	3.30	0	45
NW_026511400.1	221325	299370	1.35	0	37
NW_026511401.1	306632	1179518	3.85	0	111
NW_026511402.1	312064	1997451	6.40	0	154
NW_026511403.1	135888	204027	1.50	0	17
NW_026511404.1	64185	177353	2.76	0	42
NW_026511405.1	80435	126714	1.58	0	17
NW_026511406.1	46357	82924	1.79	0	18
NW_026511407.1	25659	33531	1.31	0	14
NW_026511408.1	146555	145200	0.99	0	20
NW_026511409.1	38493	149915	3.89	0	66
NW_026511410.1	428239	752198	1.76	0	46
NW_026511411.1	40577	227206	5.60	0	286
NW_026511412.1	59765	96718	1.62	0	20
NW_026511413.1	97257	392716	4.04	0	66
NW_026511414.1	49979	64714	1.29	0	10
NW_026511415.1	14741	22821	1.55	0	12
NW_026511416.1	574793	1317795	2.29	0	82
NW_026511417.1	24094	13746	0.57	0	8
NW_026511418.1	83458	109780	1.32	0	27
NW_026511419.1	49824	487169	9.78	0	125
NW_026511420.1	56048	59945	1.07	0	19
NW_026511421.1	44577	846175	18.98	0	357
NW_026511422.1	56449	2294001	40.64	0	1392
NW_026511423.1	133171	294850	2.21	0	56
NW_026511424.1	50286	795398	15.82	0	182
NW_026511425.1	48317	81731	1.69	0	38
NW_026511426.1	57483	214034	3.72	0	81
NW_026511427.1	971	127	0.13	0	1
NW_026511428.1	23661	87525	3.70	0	66
NW_026511429.1	247421	435799	1.76	0	69
NW_026511430.1	144849	230364	1.59	0	25
NW_026511431.1	1783	493	0.28	0	3
NW_026511432.1	55054	130925	2.38	0	119
NW_026511433.1	43855	34199	0.78	0	15
NW_026511434.1	212891	567235	2.66	0	65
NW_026511435.1	41111	31470	0.77	0	63
NW_026511436.1	33776	51450	1.52	0	15
NW_026511437.1	68596	90511	1.32	0	34
NW_026511438.1	31421	60097	1.91	0	21
NW_026511439.1	34945	157311	4.50	0	77
NW_026511440.1	38789	31715	0.82	0	14
NW_026511441.1	32122	44976	1.40	0	14
NW_026511442.1	340847	933528	2.74	0	70
NW_026511443.1	154339	223932	1.45	0	51
NW_026511444.1	28698	79920	2.78	0	53
NW_026511445.1	42126	96039	2.28	0	27
NW_026511446.1	30013	90314	3.01	0	72
NW_026511447.1	54213	173424	3.20	0	62
NW_026511448.1	172866	218542	1.26	0	22
NW_026511449.1	30367	25855	0.85	0	10
NW_026511450.1	228563	418850	1.83	0	48
NW_026511451.1	40118	76374	1.90	0	18
NW_026511452.1	50974	98558	1.93	0	39
NW_026511453.1	21271	48835	2.30	0	17
NW_026511454.1	127838	332747	2.60	0	57
NW_026511455.1	36423	98402	2.70	0	32
NW_026511456.1	48142	355123	7.38	0	144
NW_026511457.1	9248	16374	1.77	0	9
NW_026511458.1	107230	96489	0.90	0	21
NW_026511459.1	60572	77823	1.28	0	12
NW_026511460.1	59910	118230	1.97	0	52
NW_026511461.1	49998	89241	1.78	0	25
NW_026511462.1	40582	46090	1.14	0	11
NW_026511463.1	44801	56533	1.26	0	11
NW_026511464.1	33918	33519	0.99	0	14
NW_026511465.1	30729	55707	1.81	0	19
NW_026511466.1	56235	124022	2.21	0	52
NW_026511467.1	144583	320861	2.22	0	68
NW_026511468.1	54293	239642	4.41	0	143
NW_026511469.1	49995	61249	1.23	0	16
NW_026511470.1	71101	170192	2.39	0	33
NW_026511471.1	24149	55030	2.28	0	15
NW_026511472.1	56814	125407	2.21	0	34
NW_026511473.1	75883	101693	1.34	0	10
NW_026511474.1	126885	296865	2.34	0	42
NW_026511475.1	50745	615501	12.13	0	93
NW_026511476.1	51499	88729	1.72	0	27
NW_026511477.1	35794	88881	2.48	0	25
NW_026511478.1	50019	62976	1.26	0	15
NW_026511479.1	189391	226317	1.19	0	51
NW_026511480.1	51438	131842	2.56	0	90
NW_026511481.1	55342	215283	3.89	0	74
NW_026511482.1	54968	113448	2.06	0	30
NW_026511483.1	175263	333466	1.90	0	48
NW_026511484.1	228528	511268	2.24	0	63
NW_026511485.1	47585	170294	3.58	0	92
NW_026511486.1	45498	49742	1.09	0	9
NW_026511487.1	12847	9983	0.78	0	7
NW_026511488.1	72414	180952	2.50	0	53
NW_026511489.1	251251	2099999	8.36	0	322
NW_026511490.1	56196	316403	5.63	0	52
NW_026511491.1	57801	80434	1.39	0	16
NW_026511492.1	22375	33386	1.49	0	11
NW_026511493.1	345540	603619	1.75	0	83
NW_026511494.1	40131	83371	2.08	0	22
NW_026511495.1	34215	38523	1.13	0	14
NW_026511496.1	121020	2422103	20.01	0	725
NW_026511497.1	59759	470008	7.87	0	2470
NW_026511498.1	165302	246341	1.49	0	21
NW_026511499.1	36789	89773	2.44	0	24
NW_026511500.1	46772	94214	2.01	0	18
NW_026511501.1	13815	3777	0.27	0	6
NW_026511502.1	100121	109401	1.09	0	21
NW_026511503.1	49998	106967	2.14	0	58
NW_026511504.1	8364	21833	2.61	0	15
NW_026511505.1	54166	345314	6.38	0	1309
NW_026511506.1	29222	15766	0.54	0	30
NW_026511507.1	50000	81906	1.64	0	15
NW_026511508.1	11525	48301	4.19	0	26
NW_026511509.1	64062	90195	1.41	0	32
NW_026511510.1	126578	698387	5.52	0	151
NW_026511511.1	23210	84742	3.65	0	37
NW_026511512.1	21584	69661	3.23	0	19
NW_026511513.1	119309	108656	0.91	0	58
NW_026511514.1	48783	68480	1.40	0	52
NW_026511515.1	62833	62414	0.99	0	13
NW_026511516.1	30523	17877	0.59	0	5
NW_026511517.1	388789	644461	1.66	0	155
NW_026511518.1	73403	209767	2.86	0	41
NW_026511519.1	66945	65982	0.99	0	18
NW_026511520.1	32367	93233	2.88	0	31
NW_026511521.1	55903	125100	2.24	0	26
NW_026511522.1	77218	130900	1.70	0	43
NW_026511523.1	62833	110926	1.77	0	14
NW_026511524.1	41715	80647	1.93	0	14
NW_026511525.1	34911	74833	2.14	0	23
NW_026511526.1	115365	191822	1.66	0	25
NW_026511527.1	54669	26887	0.49	0	15
NW_026511528.1	25845	58339	2.26	0	36
NW_026511529.1	93979	183362	1.95	0	19
NW_026511530.1	54245	64995	1.20	0	33
NW_026511531.1	229176	281767	1.23	0	32
NW_026511532.1	27717	35486	1.28	0	29
NW_026511533.1	54380	189282	3.48	0	22
NW_026511534.1	43767	123934	2.83	0	109
NW_026511535.1	29963	36588	1.22	0	11
NW_026511536.1	39450	106456	2.70	0	25
NW_026511537.1	15488	57632	3.72	0	27
NW_026511538.1	85259	204028	2.39	0	39
NW_026511539.1	128932	258470	2.00	0	87
NW_026511540.1	427265	1259827	2.95	0	301
NW_026511541.1	142060	547001	3.85	0	107
NW_026511542.1	55337	115842	2.09	0	55
NW_026511543.1	185879	394876	2.12	0	86
NW_026511544.1	54972	422276	7.68	0	393
NW_026511545.1	69862	81468	1.17	0	18
NW_026511546.1	224072	608959	2.72	0	68
NW_026511547.1	361878	665877	1.84	0	61
NW_026511548.1	34661	42917	1.24	0	20
NW_026511549.1	282602	940894	3.33	0	182
NW_026511550.1	51531	59582	1.16	0	17
NW_026511551.1	31854	37277	1.17	0	31
NW_026511552.1	49915	59412	1.19	0	16
NW_026511553.1	253954	514005	2.02	0	53
NW_026511554.1	267483	1085130	4.06	0	129
NW_026511555.1	36365	128914	3.55	0	21
NW_026511556.1	139765	268570	1.92	0	66
NW_026511557.1	42473	164648	3.88	0	32
NW_026511558.1	44390	112597	2.54	0	20
NW_026511559.1	47239	97005	2.05	0	46
NW_026511560.1	36907	81999	2.22	0	25
NW_026511561.1	54944	135344	2.46	0	45
NW_026511562.1	111539	158376	1.42	0	18
NW_026511563.1	32791	43376	1.32	0	27
NW_026511564.1	378127	1771890	4.69	0	356
NW_026511565.1	40495	63583	1.57	0	38
NW_026511566.1	170646	323634	1.90	0	44
NW_026511567.1	27594	44120	1.60	0	23
NW_026511568.1	115834	172010	1.48	0	21
NW_026511569.1	27011	131422	4.87	0	133
NW_026511570.1	215490	583408	2.71	0	102
NW_026511571.1	47938	174203	3.63	0	48
NW_026511572.1	41372	94712	2.29	0	22
NW_026511573.1	47973	69301	1.44	0	22
NW_026511574.1	63200	94327	1.49	0	22
NW_026511575.1	71533	122373	1.71	0	75
NW_026511576.1	50872	82254	1.62	0	25
NW_026511577.1	31791	48666	1.53	0	18
NW_026511578.1	46284	76281	1.65	0	17
NW_026511579.1	28234	17915	0.63	0	10
NW_026511580.1	28009	23562	0.84	0	10
NW_026511581.1	61169	144701	2.37	0	60
NW_026511582.1	58325	162637	2.79	0	46
NW_026511583.1	43963	75639	1.72	0	22
NW_026511584.1	38437	75804	1.97	0	30
NW_026511585.1	37333	985720	26.40	0	441
NW_026511586.1	40818	80126	1.96	0	29
NW_026511587.1	31047	112018	3.61	0	71
NW_026511588.1	84287	178976	2.12	0	54
NW_026511589.1	68076	51213	0.75	0	43
NW_026511590.1	53615	164588	3.07	0	35
NW_026511591.1	2526	965	0.38	0	2
NW_026511592.1	23666	41883	1.77	0	28
NW_026511593.1	30459	33737	1.11	0	17
NW_026511594.1	31257	135271	4.33	0	30
NW_026511595.1	40181	119991	2.99	0	51
NW_026511596.1	51431	74531	1.45	0	21
NW_026511597.1	198588	372374	1.88	0	64
NW_026511598.1	55221	270937	4.91	0	63
NW_026511599.1	50469	59389	1.18	0	18
NW_026511600.1	47979	76466	1.59	0	14
NW_026511601.1	42664	66286	1.55	0	30
NW_026511602.1	55134	172065	3.12	0	61
NW_026511603.1	2451	5478	2.24	0	14
NW_026511604.1	50008	55837	1.12	0	9
NW_026511605.1	91708	144738	1.58	0	31
NW_026511606.1	117735	155311	1.32	0	38
NW_026511607.1	303955	588532	1.94	0	55
NW_026511608.1	49335	427107	8.66	0	86
NW_026511609.1	32756	57730	1.76	0	11
NW_026511610.1	362163	1146337	3.17	0	162
NW_026511611.1	220196	290966	1.32	0	20
NW_026511612.1	57164	209958	3.67	0	58
NW_026511613.1	59741	289840	4.85	0	60
NW_026511614.1	68423	81577	1.19	0	38
NW_026511615.1	127299	516396	4.06	0	190
NW_026511616.1	18522	6045	0.33	0	13
NW_026511617.1	35135	93310	2.66	0	20
NW_026511618.1	86885	631174	7.26	0	200
NW_026511619.1	51403	59731	1.16	0	10
NW_026511620.1	41916	113697	2.71	0	74
NW_026511621.1	79105	151749	1.92	0	24
NW_026511622.1	34474	58574	1.70	0	25
NW_026511623.1	28221	51339	1.82	0	11
NW_026511624.1	73241	32501	0.44	0	18
NW_026511625.1	103390	245987	2.38	0	28
NW_026511626.1	22423	74718	3.33	0	49
NW_026511627.1	72684	385395	5.30	0	246
NW_026511628.1	66364	135387	2.04	0	22
NW_026511629.1	46424	25119	0.54	0	20
NW_026511630.1	45600	181428	3.98	0	84
NW_026511631.1	33841	49378	1.46	0	11
NW_026511632.1	29392	108668	3.70	0	78
NW_026511633.1	52621	64271	1.22	0	14
NW_026511634.1	191939	644964	3.36	0	79
NW_026511635.1	48287	128317	2.66	0	20
NW_026511636.1	167003	227915	1.36	0	36
NW_026511637.1	22601	633221	28.02	0	133
NW_026511638.1	72404	58200	0.80	0	18
NW_026511639.1	63048	104398	1.66	0	32
NW_026511640.1	157720	417192	2.65	0	57
NW_026511641.1	56716	83421	1.47	0	23
NW_026511642.1	41865	34597	0.83	0	10
NW_026511643.1	171671	354716	2.07	0	33
NW_026511644.1	98417	93140	0.95	0	15
NW_026511645.1	54399	116706	2.15	0	35
NW_026511646.1	347672	504882	1.45	0	36
NW_026511647.1	31050	52770	1.70	0	24
NW_026511648.1	35055	117533	3.35	0	49
NW_026511649.1	46083	132751	2.88	0	34
NW_026511650.1	40474	65434	1.62	0	66
NW_026511651.1	23264	59951	2.58	0	14
NW_026511652.1	98312	140877	1.43	0	22
NW_026511653.1	56738	164977	2.91	0	51
NW_026511654.1	51727	262606	5.08	0	64
NW_026511655.1	31229	18157	0.58	0	8
NW_026511656.1	158204	207692	1.31	0	46
NW_026511657.1	118470	270921	2.29	0	90
NW_026511658.1	53381	108870	2.04	0	45
NW_026511659.1	91588	514199	5.61	0	114
NW_026511660.1	29987	39410	1.31	0	8
NW_026511661.1	45917	252258	5.49	0	304
NW_026511662.1	47585	1242122	26.10	0	1807
NW_026511663.1	256606	557010	2.17	0	71
NW_026511664.1	60969	84867	1.39	0	18
NW_026511665.1	52185	236525	4.53	0	78
NW_026511666.1	392631	855376	2.18	0	50
NW_026511667.1	26532	40390	1.52	0	12
NW_026511668.1	9381	19395	2.07	0	14
NW_026511669.1	124908	275236	2.20	0	1429
NW_026511670.1	58084	83586	1.44	0	18
NW_026511671.1	41874	84209	2.01	0	31
NW_026511672.1	194333	412631	2.12	0	119
NW_026511673.1	75025	368743	4.91	0	93
NW_026511674.1	50056	86995	1.74	0	29
NW_026511675.1	53224	101610	1.91	0	23
NW_026511676.1	59674	85781	1.44	0	45
NW_026511677.1	381798	1487301	3.90	0	109
NW_026511678.1	43763	60536	1.38	0	31
NW_026511679.1	32751	89146	2.72	0	27
NW_026511680.1	168995	372209	2.20	0	65
NW_026511681.1	110040	914612	8.31	0	119
NW_026511682.1	59618	185080	3.10	0	121
NW_026511683.1	83724	348289	4.16	0	57
NW_026511684.1	157121	1068214	6.80	0	72
NW_026511685.1	58405	66551	1.14	0	42
NW_026511686.1	199486	572095	2.87	0	70
NW_026511687.1	43127	84608	1.96	0	16
NW_026511688.1	32630	59986	1.84	0	67
NW_026511689.1	39500	54825	1.39	0	12
NW_026511690.1	192316	393456	2.05	0	33
NW_026511691.1	1218	73	0.06	0	1
NW_026511692.1	86831	147039	1.69	0	37
NW_026511693.1	96221	209620	2.18	0	47
NW_026511694.1	35833	91659	2.56	0	12
NW_026511695.1	383358	911009	2.38	0	43
NW_026511696.1	73873	108658	1.47	0	25
NW_026511697.1	57799	134401	2.33	0	77
NW_026511698.1	54073	71589	1.32	0	39
NW_026511699.1	99694	442345	4.44	0	207
NW_026511700.1	34648	75310	2.17	0	38
NW_026511701.1	67283	200472	2.98	0	222
NW_026511702.1	22786	49305	2.16	0	14
NW_026511703.1	177017	267598	1.51	0	46
NW_026511704.1	36253	77694	2.14	0	42
NW_026511705.1	26005	18812	0.72	0	9
NW_026511706.1	24114	57893	2.40	0	17
NW_026511707.1	41615	42545	1.02	0	15
NW_026511708.1	46499	327540	7.04	0	119
NW_026511709.1	41579	57051	1.37	0	11
NW_026511710.1	300799	657134	2.18	0	71
NW_026511711.1	33649	23379	0.69	0	9
NW_026511712.1	17865	22655	1.27	0	8
NW_026511713.1	31122	106853	3.43	0	37
NW_026511714.1	88728	140649	1.59	0	44
NW_026511715.1	20815	103712	4.98	0	60
NW_026511716.1	95255	208917	2.19	0	27
NW_026511717.1	62570	91749	1.47	0	52
NW_026511718.1	46263	125762	2.72	0	60
NW_026511719.1	74522	114681	1.54	0	42
NW_026511720.1	24997	28554	1.14	0	15
NW_026511721.1	149752	319254	2.13	0	61
NW_026511722.1	59941	97399	1.62	0	15
NW_026511723.1	55121	78119	1.42	0	19
NW_026511724.1	101530	181201	1.78	0	35
NW_026511725.1	22339	70981	3.18	0	34
NW_026511726.1	245314	735900	3.00	0	50
NW_026511727.1	34260	152907	4.46	0	104
NW_026511728.1	51413	92162	1.79	0	17
NW_026511729.1	136172	232130	1.70	0	89
NW_026511730.1	204565	2082991	10.18	0	323
NW_026511731.1	78385	236455	3.02	0	36
NW_026511732.1	50002	53154	1.06	0	10
NW_026511733.1	32896	110806	3.37	0	33
NW_026511734.1	32120	91477	2.85	0	32
NW_026511735.1	63874	69307	1.09	0	12
NW_026511736.1	44526	93100	2.09	0	19
NW_026511737.1	42711	122826	2.88	0	31
NW_026511738.1	47389	162776	3.43	0	48
NW_026511739.1	28934	272524	9.42	0	149
NW_026511740.1	108362	217712	2.01	0	26
NW_026511741.1	24360	273663	11.23	0	405
NW_026511742.1	23657	61408	2.60	0	23
NW_026511743.1	145407	303698	2.09	0	47
NW_026511744.1	79903	186506	2.33	0	47
NW_026511745.1	151187	199941	1.32	0	28
NW_026511746.1	121343	164710	1.36	0	30
NW_026511747.1	65647	281785	4.29	0	164
NW_026511748.1	52341	55709	1.06	0	24
NW_026511749.1	78156	162980	2.09	0	24
NW_026511750.1	100078	156504	1.56	0	15
NW_026511751.1	66977	83807	1.25	0	19
NW_026511752.1	34991	97115	2.78	0	81
NW_026511753.1	50745	73708	1.45	0	13
NW_026511754.1	189419	613134	3.24	0	67
NW_026511755.1	301974	969988	3.21	0	200
NW_026511756.1	59784	90616	1.52	0	14
NW_026511757.1	44151	118575	2.69	0	22
NW_026511758.1	150044	186567	1.24	0	15
NW_026511759.1	34534	141109	4.09	0	32
NW_026511760.1	51061	100061	1.96	0	33
NW_026511761.1	64026	125885	1.97	0	17
NW_026511762.1	24367	18754	0.77	0	15
NW_026511763.1	87405	111817	1.28	0	49
NW_026511764.1	50004	78282	1.57	0	16
NW_026511765.1	20742	68941	3.32	0	95
NW_026511766.1	27124	59946	2.21	0	136
NW_026511767.1	125543	453239	3.61	0	76
NW_026511768.1	50041	118168	2.36	0	35
NW_026511769.1	49038	117491	2.40	0	22
NW_026511770.1	42294	103547	2.45	0	26
NW_026511771.1	32586	23303	0.72	0	13
NW_026511772.1	58710	96093	1.64	0	356
NW_026511773.1	127316	329639	2.59	0	46
NW_026511774.1	59694	81420	1.36	0	29
NW_026511775.1	38751	53160	1.37	0	14
NW_026511776.1	165968	371325	2.24	0	56
NW_026511777.1	155494	280615	1.80	0	32
NW_026511778.1	7042	139685	19.84	0	359
NW_026511779.1	482876	1420924	2.94	0	94
NW_026511780.1	38016	71415	1.88	0	19
NW_026511781.1	94497	229439	2.43	0	32
NW_026511782.1	497944	1144239	2.30	0	88
NW_026511783.1	300235	1346726	4.49	0	77
NW_026511784.1	437679	689211	1.57	0	35
NW_026511785.1	133674	210359	1.57	0	25
NW_026511786.1	194507	381455	1.96	0	364
NW_026511787.1	24351	75346	3.09	0	14
NW_026511788.1	27232	50497	1.85	0	26
NW_026511789.1	102669	246858	2.40	0	20
NW_026511790.1	52158	125288	2.40	0	37
NW_026511791.1	50402	139622	2.77	0	32
NW_026511792.1	96393	188162	1.95	0	33
NW_026511793.1	82257	190187	2.31	0	43
NW_026511794.1	24269	54517	2.25	0	23
NW_026511795.1	35167	90641	2.58	0	26
NW_026511796.1	72252	114664	1.59	0	101
NW_026511797.1	36936	70919	1.92	0	59
NW_026511798.1	41306	100885	2.44	0	45
NW_026511799.1	66526	450519	6.77	0	167
NW_026511800.1	20904	52845	2.53	0	35
NW_026511801.1	49961	79144	1.58	0	18
NW_026511802.1	57089	170867	2.99	0	39
NW_026511803.1	50090	38290	0.76	0	47
NW_026511804.1	25560	78883	3.09	0	50
NW_026511805.1	17566	27874	1.59	0	13
NW_026511806.1	241741	1196259	4.95	0	1260
NW_026511807.1	72048	126895	1.76	0	37
NW_026511808.1	24239	67727	2.79	0	34
NW_026511809.1	275654	1512529	5.49	0	479
NW_026511810.1	79311	69926	0.88	0	14
NW_026511811.1	102884	393772	3.83	0	44
NW_026511812.1	91961	127843	1.39	0	23
NW_026511813.1	150848	267635	1.77	0	36
NW_026511814.1	229059	506347	2.21	0	45
NW_026511815.1	41792	82478	1.97	0	39
NW_026511816.1	41514	99875	2.41	0	31
NW_026511817.1	40254	74393	1.85	0	80
NW_026511818.1	24852	69767	2.81	0	23
NW_026511819.1	276595	564041	2.04	0	120
NW_026511820.1	322540	1284879	3.98	0	61
NW_026511821.1	64442	35212	0.55	0	19
NW_026511822.1	55359	140205	2.53	0	30
NW_026511823.1	22003	361044	16.41	0	91
NW_026511824.1	70572	90180	1.28	0	21
NW_026511825.1	231518	408762	1.77	0	63
NW_026511826.1	31909	114913	3.60	0	63
NW_026511827.1	48380	46864	0.97	0	8
NW_026511828.1	66251	310887	4.69	0	1020
NW_026511829.1	37838	60476	1.60	0	17
NW_026511830.1	402522	1103805	2.74	0	278
NW_026511831.1	49989	51383	1.03	0	10
NW_026511832.1	43483	80518	1.85	0	27
NW_026511833.1	342299	1269680	3.71	0	91
NW_026511834.1	32425	184308	5.68	0	99
NW_026511835.1	10550	59411	5.63	0	49
NW_026511836.1	50199	88584	1.76	0	19
NW_026511837.1	45445	36536	0.80	0	32
NW_026511838.1	81545	187182	2.30	0	263
NW_026511839.1	38780	43209	1.11	0	26
NW_026511840.1	39228	119036	3.03	0	38
NW_026511841.1	52440	289224	5.52	0	108
NW_026511842.1	28974	20232	0.70	0	11
NW_026511843.1	39092	135946	3.48	0	21
NW_026511844.1	305639	512947	1.68	0	41
NW_026511845.1	49994	60592	1.21	0	37
NW_026511846.1	85788	104460	1.22	0	55
NW_026511847.1	40305	142548	3.54	0	86
NW_026511848.1	39679	115606	2.91	0	175
NW_026511849.1	34223	111642	3.26	0	28
NW_026511850.1	112335	502650	4.47	0	143
NW_026511851.1	49912	32583	0.65	0	7
NW_026511852.1	353587	959777	2.71	0	128
NW_026511853.1	33509	58031	1.73	0	18
NW_026511854.1	22782	56103	2.46	0	23
NW_026511855.1	104489	144897	1.39	0	55
NW_026511856.1	18093	27631	1.53	0	9
NW_026511857.1	45739	74622	1.63	0	34
NW_026511858.1	37491	145334	3.88	0	35
NW_026511859.1	33220	89132	2.68	0	24
NW_026511860.1	360095	1217702	3.38	0	316
NW_026511861.1	332371	672224	2.02	0	65
NW_026511862.1	49520	167449	3.38	0	33
NW_026511863.1	31750	75438	2.38	0	23
NW_026511864.1	33795	114855	3.40	0	35
NW_026511865.1	411033	892699	2.17	0	90
NW_026511866.1	27087	28154	1.04	0	19
NW_026511867.1	72665	179447	2.47	0	194
NW_026511868.1	59642	65172	1.09	0	27
NW_026511869.1	48479	118485	2.44	0	62
NW_026511870.1	21575	60870	2.82	0	61
NW_026511871.1	3794816	12131216	3.20	0	543
NW_026511872.1	50022	55838	1.12	0	10
NW_026511873.1	3859	16942	4.39	0	17
NW_026511874.1	23278	56369	2.42	0	75
NW_026511875.1	167697	438545	2.62	0	66
