chrom	length	bases	mean	min	max
NW_026511271.1	40921	109922	2.69	0	15
NW_026511272.1	72784	198934	2.73	0	46
NW_026511273.1	38547	170754	4.43	0	42
NW_026511274.1	51464	27987	0.54	0	8
NW_026511275.1	63114	454718	7.20	0	131
NW_026511276.1	222288	793443	3.57	0	61
NW_026511277.1	43472	127510	2.93	0	17
NW_026511278.1	54032	87035	1.61	0	21
NW_026511279.1	50873	169646	3.33	0	19
NW_026511280.1	323256	1013386	3.13	0	157
NW_026511281.1	108101	417155	3.86	0	38
NW_026511282.1	54402	109166	2.01	0	13
NW_026511283.1	30576	63560	2.08	0	18
NW_026511284.1	23491	93505	3.98	0	14
NW_026511285.1	54543	69033	1.27	0	12
NW_026511286.1	15008	34783	2.32	0	11
NW_026511287.1	322689	767581	2.38	0	25
NW_026511288.1	43751	115942	2.65	0	13
NW_026511289.1	38638	107605	2.78	0	30
NW_026511290.1	179996	541700	3.01	0	71
NW_026511291.1	50012	101612	2.03	0	15
NW_026511292.1	45347	60689	1.34	0	15
NW_026511293.1	42398	313998	7.41	0	354
NW_026511294.1	33759	95764	2.84	0	14
NW_026511295.1	136773	176201	1.29	0	24
NW_026511296.1	61612	115024	1.87	0	10
NW_026511297.1	46065	189199	4.11	0	20
NW_026511298.1	97999	230543	2.35	0	26
NW_026511299.1	39183	144158	3.68	0	28
NW_026511300.1	45244	71280	1.58	0	12
NW_026511301.1	21047	311455	14.80	0	394
NW_026511302.1	17492	291219	16.65	0	52
NW_026511303.1	207628	506473	2.44	0	22
NW_026511304.1	2436	2491	1.02	0	4
NW_026511305.1	124640	390209	3.13	0	20
NW_026511306.1	51553	73859	1.43	0	25
NW_026511307.1	92607	97597	1.05	0	404
NW_026511308.1	27300	93147	3.41	0	244
NW_026511309.1	124038	348236	2.81	0	14
NW_026511310.1	42342	85182	2.01	0	10
NW_026511311.1	39518	74092	1.87	0	24
NW_026511312.1	68107	216806	3.18	0	39
NW_026511313.1	33103	63622	1.92	0	10
NW_026511314.1	118836	489647	4.12	0	44
NW_026511315.1	73728	265598	3.60	0	18
NW_026511316.1	23987	490208	20.44	0	586
NW_026511317.1	13775	44473	3.23	0	23
NW_026511318.1	51889	166295	3.20	0	19
NW_026511319.1	51163	160518	3.14	0	23
NW_026511320.1	26236	113176	4.31	0	27
NW_026511321.1	19584	117124	5.98	0	31
NW_026511322.1	364046	874553	2.40	0	104
NW_026511323.1	308800	613101	1.99	0	25
NW_026511324.1	69178	183927	2.66	0	24
NW_026511325.1	59851	93252	1.56	0	16
NW_026511326.1	48504	206368	4.25	0	20
NW_026511327.1	23596	91408	3.87	0	15
NW_026511328.1	35725	170875	4.78	0	44
NW_026511329.1	30965	100899	3.26	0	29
NW_026511330.1	87416	245518	2.81	0	17
NW_026511331.1	50002	93805	1.88	0	10
NW_026511332.1	52684	165695	3.15	0	28
NW_026511333.1	181955	261764	1.44	0	21
NW_026511334.1	82848	120564	1.46	0	13
NW_026511335.1	57719	427589	7.41	0	357
NW_026511336.1	48068	52255	1.09	0	11
NW_026511337.1	50668	97971	1.93	0	25
NW_026511338.1	81763	114713	1.40	0	50
NW_026511339.1	57700	446626	7.74	0	80
NW_026511340.1	50003	127152	2.54	0	11
NW_026511341.1	38908	73205	1.88	0	10
NW_026511342.1	43031	121678	2.83	0	14
NW_026511343.1	290583	449105	1.55	0	37
NW_026511344.1	216073	641984	2.97	0	17
NW_026511345.1	6472	23936	3.70	0	18
NW_026511346.1	105998	368159	3.47	0	18
NW_026511347.1	65935	98465	1.49	0	22
NW_026511348.1	46453	150037	3.23	0	18
NW_026511349.1	30339	126296	4.16	0	35
NW_026511350.1	140003	913820	6.53	0	1832
NW_026511351.1	162672	450163	2.77	0	95
NW_026511352.1	60085	80895	1.35	0	20
NW_026511353.1	29171	54246	1.86	0	10
NW_026511354.1	52519	74947	1.43	0	9
NW_026511355.1	201660	1135252	5.63	0	1083
NW_026511356.1	25619	123773	4.83	0	34
NW_026511357.1	32889	395842	12.04	0	107
NW_026511358.1	423037	808972	1.91	0	22
NW_026511359.1	36982	189562	5.13	0	21
NW_026511360.1	280412	539783	1.92	0	22
NW_026511361.1	158416	324701	2.05	0	25
NW_026511362.1	73633	184350	2.50	0	15
NW_026511363.1	20072	74074	3.69	0	13
NW_026511364.1	73432	158459	2.16	0	14
NW_026511365.1	39079	75408	1.93	0	39
NW_026511366.1	60227	87666	1.46	0	25
NW_026511367.1	21751	64463	2.96	0	14
NW_026511368.1	81239	138511	1.70	0	23
NW_026511369.1	55959	165814	2.96	0	33
NW_026511370.1	59030	116356	1.97	0	10
NW_026511371.1	54591	79851	1.46	0	26
NW_026511372.1	220051	682980	3.10	0	21
NW_026511373.1	62229	105275	1.69	0	12
NW_026511374.1	47168	130754	2.77	0	12
NW_026511375.1	55813	168079	3.01	0	16
NW_026511376.1	57476	238753	4.15	0	16
NW_026511377.1	469054	1900870	4.05	0	81
NW_026511378.1	24341	83754	3.44	0	26
NW_026511379.1	36840	42551	1.16	0	9
NW_026511380.1	78483	301230	3.84	0	60
NW_026511381.1	711	1778	2.50	0	5
NW_026511382.1	19903	73993	3.72	0	30
NW_026511383.1	137638	271628	1.97	0	18
NW_026511384.1	83662	104891	1.25	0	11
NW_026511385.1	90183	197040	2.18	0	18
NW_026511386.1	28273	182100	6.44	0	192
NW_026511387.1	25692	125467	4.88	0	53
NW_026511388.1	37792	100595	2.66	0	14
NW_026511389.1	334024	753989	2.26	0	55
NW_026511390.1	55941	42730	0.76	0	7
NW_026511391.1	45310	240193	5.30	0	42
NW_026511392.1	25780	102647	3.98	0	14
NW_026511393.1	106462	360188	3.38	0	28
NW_026511394.1	333523	428410	1.28	0	38
NW_026511395.1	201121	297699	1.48	0	28
NW_026511396.1	153231	449417	2.93	0	109
NW_026511397.1	225006	615309	2.73	0	15
NW_026511398.1	85375	299589	3.51	0	50
NW_026511399.1	56441	218111	3.86	0	34
NW_026511400.1	221325	267347	1.21	0	47
NW_026511401.1	306632	1109855	3.62	0	74
NW_026511402.1	312064	1199308	3.84	0	53
NW_026511403.1	135888	301725	2.22	0	15
NW_026511404.1	64185	213596	3.33	0	30
NW_026511405.1	80435	142751	1.77	0	15
NW_026511406.1	46357	146855	3.17	0	12
NW_026511407.1	25659	74301	2.90	0	14
NW_026511408.1	146555	213465	1.46	0	14
NW_026511409.1	38493	156529	4.07	0	65
NW_026511410.1	428239	779578	1.82	0	19
NW_026511411.1	40577	385490	9.50	0	343
NW_026511412.1	59765	157441	2.63	0	16
NW_026511413.1	97257	333264	3.43	0	22
NW_026511414.1	49979	90041	1.80	0	10
NW_026511415.1	14741	19733	1.34	0	13
NW_026511416.1	574793	2147523	3.74	0	1080
NW_026511417.1	24094	75698	3.14	0	15
NW_026511418.1	83458	225295	2.70	0	26
NW_026511419.1	49824	285070	5.72	0	51
NW_026511420.1	56048	210159	3.75	0	119
NW_026511421.1	44577	407501	9.14	0	106
NW_026511422.1	56449	751372	13.31	0	398
NW_026511423.1	133171	337027	2.53	0	43
NW_026511424.1	50286	405098	8.06	0	65
NW_026511425.1	48317	76034	1.57	0	19
NW_026511426.1	57483	150538	2.62	0	35
NW_026511427.1	971	1325	1.36	0	5
NW_026511428.1	23661	509073	21.52	0	299
NW_026511429.1	247421	457311	1.85	0	25
NW_026511430.1	144849	279400	1.93	0	15
NW_026511431.1	1783	1301	0.73	0	3
NW_026511432.1	55054	211667	3.84	0	21
NW_026511433.1	43855	41282	0.94	0	10
NW_026511434.1	212891	631883	2.97	0	23
NW_026511435.1	41111	304949	7.42	0	94
NW_026511436.1	33776	108268	3.21	0	11
NW_026511437.1	68596	502636	7.33	0	86
NW_026511438.1	31421	81068	2.58	0	14
NW_026511439.1	34945	94661	2.71	0	18
NW_026511440.1	38789	77629	2.00	0	12
NW_026511441.1	32122	71120	2.21	0	13
NW_026511442.1	340847	1281369	3.76	0	47
NW_026511443.1	154339	194359	1.26	0	37
NW_026511444.1	28698	92228	3.21	0	26
NW_026511445.1	42126	114731	2.72	0	25
NW_026511446.1	30013	51009	1.70	0	26
NW_026511447.1	54213	103452	1.91	0	23
NW_026511448.1	172866	377190	2.18	0	30
NW_026511449.1	30367	44535	1.47	0	8
NW_026511450.1	228563	545307	2.39	0	25
NW_026511451.1	40118	147109	3.67	0	18
NW_026511452.1	50974	155350	3.05	0	19
NW_026511453.1	21271	86343	4.06	0	11
NW_026511454.1	127838	419153	3.28	0	31
NW_026511455.1	36423	175671	4.82	0	45
NW_026511456.1	48142	461558	9.59	0	129
NW_026511457.1	9248	18063	1.95	0	8
NW_026511458.1	107230	128573	1.20	0	23
NW_026511459.1	60572	96045	1.59	0	14
NW_026511460.1	59910	148641	2.48	0	14
NW_026511461.1	49998	94606	1.89	0	15
NW_026511462.1	40582	67346	1.66	0	12
NW_026511463.1	44801	88389	1.97	0	16
NW_026511464.1	33918	30467	0.90	0	14
NW_026511465.1	30729	110647	3.60	0	16
NW_026511466.1	56235	108905	1.94	0	23
NW_026511467.1	144583	536552	3.71	0	20
NW_026511468.1	54293	218321	4.02	0	95
NW_026511469.1	49995	102808	2.06	0	14
NW_026511470.1	71101	147434	2.07	0	14
NW_026511471.1	24149	63149	2.61	0	11
NW_026511472.1	56814	166280	2.93	0	37
NW_026511473.1	75883	161578	2.13	0	15
NW_026511474.1	126885	632003	4.98	0	56
NW_026511475.1	50745	448066	8.83	0	89
NW_026511476.1	51499	242848	4.72	0	34
NW_026511477.1	35794	133436	3.73	0	17
NW_026511478.1	50019	86989	1.74	0	10
NW_026511479.1	189391	269770	1.42	0	14
NW_026511480.1	51438	90061	1.75	0	33
NW_026511481.1	55342	219807	3.97	0	38
NW_026511482.1	54968	123573	2.25	0	25
NW_026511483.1	175263	659279	3.76	0	45
NW_026511484.1	228528	477632	2.09	0	22
NW_026511485.1	47585	144514	3.04	0	20
NW_026511486.1	45498	94304	2.07	0	18
NW_026511487.1	12847	10034	0.78	0	7
NW_026511488.1	72414	125100	1.73	0	28
NW_026511489.1	251251	1074181	4.28	0	95
NW_026511490.1	56196	232967	4.15	0	41
NW_026511491.1	57801	201912	3.49	0	34
NW_026511492.1	22375	41528	1.86	0	10
NW_026511493.1	345540	690038	2.00	0	31
NW_026511494.1	40131	146440	3.65	0	26
NW_026511495.1	34215	92992	2.72	0	12
NW_026511496.1	121020	1096814	9.06	0	243
NW_026511497.1	59759	743710	12.45	0	4274
NW_026511498.1	165302	383848	2.32	0	13
NW_026511499.1	36789	98139	2.67	0	16
NW_026511500.1	46772	113109	2.42	0	12
NW_026511501.1	13815	3640	0.26	0	10
NW_026511502.1	100121	366248	3.66	0	18
NW_026511503.1	49998	91315	1.83	0	21
NW_026511504.1	8364	40833	4.88	0	22
NW_026511505.1	54166	282825	5.22	0	87
NW_026511506.1	29222	134708	4.61	0	25
NW_026511507.1	50000	86515	1.73	0	48
NW_026511508.1	11525	25059	2.17	0	16
NW_026511509.1	64062	127153	1.98	0	12
NW_026511510.1	126578	524631	4.14	0	57
NW_026511511.1	23210	78367	3.38	0	19
NW_026511512.1	21584	95008	4.40	0	15
NW_026511513.1	119309	160688	1.35	0	30
NW_026511514.1	48783	90578	1.86	0	23
NW_026511515.1	62833	71321	1.14	0	15
NW_026511516.1	30523	11048	0.36	0	4
NW_026511517.1	388789	495293	1.27	0	50
NW_026511518.1	73403	295402	4.02	0	27
NW_026511519.1	66945	79760	1.19	0	12
NW_026511520.1	32367	106970	3.30	0	18
NW_026511521.1	55903	137322	2.46	0	14
NW_026511522.1	77218	222782	2.89	0	19
NW_026511523.1	62833	118503	1.89	0	13
NW_026511524.1	41715	73404	1.76	0	11
NW_026511525.1	34911	140093	4.01	0	21
NW_026511526.1	115365	305677	2.65	0	25
NW_026511527.1	54669	33747	0.62	0	11
NW_026511528.1	25845	111400	4.31	0	20
NW_026511529.1	93979	236373	2.52	0	13
NW_026511530.1	54245	129265	2.38	0	18
NW_026511531.1	229176	352241	1.54	0	16
NW_026511532.1	27717	77296	2.79	0	17
NW_026511533.1	54380	160788	2.96	0	14
NW_026511534.1	43767	161154	3.68	0	80
NW_026511535.1	29963	88263	2.95	0	13
NW_026511536.1	39450	165435	4.19	0	18
NW_026511537.1	15488	38177	2.46	0	19
NW_026511538.1	85259	323499	3.79	0	27
NW_026511539.1	128932	370942	2.88	0	100
NW_026511540.1	427265	827596	1.94	0	96
NW_026511541.1	142060	545019	3.84	0	35
NW_026511542.1	55337	215096	3.89	0	27
NW_026511543.1	185879	396624	2.13	0	32
NW_026511544.1	54972	466950	8.49	0	416
NW_026511545.1	69862	162166	2.32	0	25
NW_026511546.1	224072	705010	3.15	0	28
NW_026511547.1	361878	625650	1.73	0	18
NW_026511548.1	34661	95960	2.77	0	14
NW_026511549.1	282602	923198	3.27	0	60
NW_026511550.1	51531	79000	1.53	0	11
NW_026511551.1	31854	87032	2.73	0	15
NW_026511552.1	49915	57582	1.15	0	11
NW_026511553.1	253954	764792	3.01	0	33
NW_026511554.1	267483	1074523	4.02	0	75
NW_026511555.1	36365	125846	3.46	0	107
NW_026511556.1	139765	331052	2.37	0	22
NW_026511557.1	42473	167261	3.94	0	20
NW_026511558.1	44390	144812	3.26	0	14
NW_026511559.1	47239	145890	3.09	0	23
NW_026511560.1	36907	127668	3.46	0	14
NW_026511561.1	54944	200070	3.64	0	17
NW_026511562.1	111539	332874	2.98	0	15
NW_026511563.1	32791	95877	2.92	0	11
NW_026511564.1	378127	1652101	4.37	0	514
NW_026511565.1	40495	102718	2.54	0	20
NW_026511566.1	170646	283617	1.66	0	17
NW_026511567.1	27594	26590	0.96	0	12
NW_026511568.1	115834	208286	1.80	0	15
NW_026511569.1	27011	169633	6.28	0	75
NW_026511570.1	215490	635035	2.95	0	43
NW_026511571.1	47938	196854	4.11	0	53
NW_026511572.1	41372	109420	2.64	0	18
NW_026511573.1	47973	144576	3.01	0	18
NW_026511574.1	63200	86803	1.37	0	10
NW_026511575.1	71533	225932	3.16	0	37
NW_026511576.1	50872	177199	3.48	0	30
NW_026511577.1	31791	140410	4.42	0	20
NW_026511578.1	46284	125003	2.70	0	11
NW_026511579.1	28234	44044	1.56	0	12
NW_026511580.1	28009	37577	1.34	0	8
NW_026511581.1	61169	239194	3.91	0	20
NW_026511582.1	58325	272403	4.67	0	76
NW_026511583.1	43963	167868	3.82	0	16
NW_026511584.1	38437	145109	3.78	0	61
NW_026511585.1	37333	379808	10.17	0	138
NW_026511586.1	40818	118805	2.91	0	20
NW_026511587.1	31047	111355	3.59	0	91
NW_026511588.1	84287	373278	4.43	0	26
NW_026511589.1	68076	282866	4.16	0	66
NW_026511590.1	53615	181207	3.38	0	21
NW_026511591.1	2526	955	0.38	0	4
NW_026511592.1	23666	81448	3.44	0	48
NW_026511593.1	30459	39035	1.28	0	9
NW_026511594.1	31257	117043	3.74	0	20
NW_026511595.1	40181	107564	2.68	0	53
NW_026511596.1	51431	128770	2.50	0	23
NW_026511597.1	198588	744802	3.75	0	101
NW_026511598.1	55221	248058	4.49	0	88
NW_026511599.1	50469	87626	1.74	0	12
NW_026511600.1	47979	119620	2.49	0	13
NW_026511601.1	42664	82149	1.93	0	15
NW_026511602.1	55134	188321	3.42	0	42
NW_026511603.1	2451	5551	2.26	0	10
NW_026511604.1	50008	63875	1.28	0	10
NW_026511605.1	91708	316419	3.45	0	24
NW_026511606.1	117735	335413	2.85	0	26
NW_026511607.1	303955	604552	1.99	0	26
NW_026511608.1	49335	269011	5.45	0	45
NW_026511609.1	32756	85386	2.61	0	13
NW_026511610.1	362163	1547069	4.27	0	191
NW_026511611.1	220196	360938	1.64	0	13
NW_026511612.1	57164	373531	6.53	0	49
NW_026511613.1	59741	182021	3.05	0	49
NW_026511614.1	68423	120688	1.76	0	19
NW_026511615.1	127299	471416	3.70	0	105
NW_026511616.1	18522	27103	1.46	0	10
NW_026511617.1	35135	150746	4.29	0	54
NW_026511618.1	86885	203957	2.35	0	77
NW_026511619.1	51403	64553	1.26	0	8
NW_026511620.1	41916	632452	15.09	0	504
NW_026511621.1	79105	260295	3.29	0	18
NW_026511622.1	34474	66196	1.92	0	22
NW_026511623.1	28221	93831	3.32	0	12
NW_026511624.1	73241	46593	0.64	0	14
NW_026511625.1	103390	384238	3.72	0	17
NW_026511626.1	22423	45398	2.02	0	22
NW_026511627.1	72684	162010	2.23	0	84
NW_026511628.1	66364	249984	3.77	0	23
NW_026511629.1	46424	115241	2.48	0	13
NW_026511630.1	45600	112365	2.46	0	39
NW_026511631.1	33841	42205	1.25	0	17
NW_026511632.1	29392	296830	10.10	0	354
NW_026511633.1	52621	116554	2.21	0	12
NW_026511634.1	191939	694010	3.62	0	103
NW_026511635.1	48287	158481	3.28	0	13
NW_026511636.1	167003	208221	1.25	0	16
NW_026511637.1	22601	1015125	44.92	0	113
NW_026511638.1	72404	212588	2.94	0	25
NW_026511639.1	63048	141779	2.25	0	13
NW_026511640.1	157720	479976	3.04	0	37
NW_026511641.1	56716	95959	1.69	0	14
NW_026511642.1	41865	46103	1.10	0	9
NW_026511643.1	171671	319813	1.86	0	19
NW_026511644.1	98417	101409	1.03	0	10
NW_026511645.1	54399	173367	3.19	0	24
NW_026511646.1	347672	464899	1.34	0	23
NW_026511647.1	31050	80057	2.58	0	18
NW_026511648.1	35055	133843	3.82	0	20
NW_026511649.1	46083	152302	3.30	0	26
NW_026511650.1	40474	106064	2.62	0	160
NW_026511651.1	23264	146975	6.32	0	24
NW_026511652.1	98312	222743	2.27	0	20
NW_026511653.1	56738	269614	4.75	0	33
NW_026511654.1	51727	207752	4.02	0	30
NW_026511655.1	31229	60395	1.93	0	10
NW_026511656.1	158204	252488	1.60	0	29
NW_026511657.1	118470	324602	2.74	0	38
NW_026511658.1	53381	141714	2.65	0	19
NW_026511659.1	91588	336908	3.68	0	36
NW_026511660.1	29987	57598	1.92	0	10
NW_026511661.1	45917	490791	10.69	0	541
NW_026511662.1	47585	1233397	25.92	0	1542
NW_026511663.1	256606	604611	2.36	0	32
NW_026511664.1	60969	105147	1.72	0	10
NW_026511665.1	52185	251921	4.83	0	37
NW_026511666.1	392631	1061520	2.70	0	35
NW_026511667.1	26532	70618	2.66	0	15
NW_026511668.1	9381	46346	4.94	0	18
NW_026511669.1	124908	358675	2.87	0	2278
NW_026511670.1	58084	153867	2.65	0	14
NW_026511671.1	41874	291329	6.96	0	37
NW_026511672.1	194333	310820	1.60	0	36
NW_026511673.1	75025	303152	4.04	0	58
NW_026511674.1	50056	106814	2.13	0	21
NW_026511675.1	53224	106228	2.00	0	11
NW_026511676.1	59674	112364	1.88	0	36
NW_026511677.1	381798	973490	2.55	0	47
NW_026511678.1	43763	98310	2.25	0	19
NW_026511679.1	32751	329641	10.07	0	129
NW_026511680.1	168995	617241	3.65	0	34
NW_026511681.1	110040	632941	5.75	0	63
NW_026511682.1	59618	194322	3.26	0	41
NW_026511683.1	83724	352389	4.21	0	27
NW_026511684.1	157121	590509	3.76	0	41
NW_026511685.1	58405	129824	2.22	0	23
NW_026511686.1	199486	471311	2.36	0	40
NW_026511687.1	43127	162868	3.78	0	15
NW_026511688.1	32630	415634	12.74	0	610
NW_026511689.1	39500	100827	2.55	0	11
NW_026511690.1	192316	828460	4.31	0	66
NW_026511691.1	1218	373	0.31	0	2
NW_026511692.1	86831	162600	1.87	0	32
NW_026511693.1	96221	149879	1.56	0	23
NW_026511694.1	35833	120458	3.36	0	12
NW_026511695.1	383358	1118527	2.92	0	31
NW_026511696.1	73873	140544	1.90	0	16
NW_026511697.1	57799	156701	2.71	0	32
NW_026511698.1	54073	137480	2.54	0	113
NW_026511699.1	99694	501004	5.03	0	81
NW_026511700.1	34648	108655	3.14	0	37
NW_026511701.1	67283	224247	3.33	0	88
NW_026511702.1	22786	95400	4.19	0	27
NW_026511703.1	177017	393630	2.22	0	20
NW_026511704.1	36253	104344	2.88	0	21
NW_026511705.1	26005	18302	0.70	0	9
NW_026511706.1	24114	82787	3.43	0	15
NW_026511707.1	41615	53348	1.28	0	9
NW_026511708.1	46499	548013	11.79	0	208
NW_026511709.1	41579	72925	1.75	0	11
NW_026511710.1	300799	895981	2.98	0	34
NW_026511711.1	33649	34927	1.04	0	10
NW_026511712.1	17865	43938	2.46	0	10
NW_026511713.1	31122	99400	3.19	0	24
NW_026511714.1	88728	159407	1.80	0	27
NW_026511715.1	20815	60480	2.91	0	21
NW_026511716.1	95255	218944	2.30	0	28
NW_026511717.1	62570	99874	1.60	0	15
NW_026511718.1	46263	216564	4.68	0	32
NW_026511719.1	74522	100803	1.35	0	16
NW_026511720.1	24997	47948	1.92	0	12
NW_026511721.1	149752	320945	2.14	0	22
NW_026511722.1	59941	202246	3.37	0	18
NW_026511723.1	55121	90382	1.64	0	12
NW_026511724.1	101530	171446	1.69	0	27
NW_026511725.1	22339	85124	3.81	0	19
NW_026511726.1	245314	680193	2.77	0	20
NW_026511727.1	34260	87906	2.57	0	64
NW_026511728.1	51413	104166	2.03	0	13
NW_026511729.1	136172	317053	2.33	0	106
NW_026511730.1	204565	3499215	17.11	0	586
NW_026511731.1	78385	184667	2.36	0	17
NW_026511732.1	50002	80019	1.60	0	9
NW_026511733.1	32896	118668	3.61	0	19
NW_026511734.1	32120	86084	2.68	0	26
NW_026511735.1	63874	85509	1.34	0	11
NW_026511736.1	44526	64795	1.46	0	13
NW_026511737.1	42711	261479	6.12	0	116
NW_026511738.1	47389	207529	4.38	0	19
NW_026511739.1	28934	477228	16.49	0	708
NW_026511740.1	108362	121202	1.12	0	14
NW_026511741.1	24360	660722	27.12	0	2180
NW_026511742.1	23657	83578	3.53	0	14
NW_026511743.1	145407	343410	2.36	0	25
NW_026511744.1	79903	281596	3.52	0	27
NW_026511745.1	151187	247319	1.64	0	16
NW_026511746.1	121343	200893	1.66	0	13
NW_026511747.1	65647	147865	2.25	0	61
NW_026511748.1	52341	70907	1.35	0	10
NW_026511749.1	78156	146474	1.87	0	15
NW_026511750.1	100078	152361	1.52	0	13
NW_026511751.1	66977	228073	3.41	0	20
NW_026511752.1	34991	88315	2.52	0	43
NW_026511753.1	50745	75137	1.48	0	9
NW_026511754.1	189419	556452	2.94	0	38
NW_026511755.1	301974	1199587	3.97	0	68
NW_026511756.1	59784	127864	2.14	0	11
NW_026511757.1	44151	141916	3.21	0	15
NW_026511758.1	150044	218250	1.45	0	12
NW_026511759.1	34534	146260	4.24	0	17
NW_026511760.1	51061	121778	2.38	0	18
NW_026511761.1	64026	127381	1.99	0	19
NW_026511762.1	24367	82318	3.38	0	16
NW_026511763.1	87405	189759	2.17	0	24
NW_026511764.1	50004	59557	1.19	0	8
NW_026511765.1	20742	82296	3.97	0	53
NW_026511766.1	27124	58373	2.15	0	36
NW_026511767.1	125543	304492	2.43	0	29
NW_026511768.1	50041	167902	3.36	0	17
NW_026511769.1	49038	158167	3.23	0	22
NW_026511770.1	42294	127061	3.00	0	12
NW_026511771.1	32586	32580	1.00	0	7
NW_026511772.1	58710	211592	3.60	0	17
NW_026511773.1	127316	263886	2.07	0	18
NW_026511774.1	59694	106596	1.79	0	17
NW_026511775.1	38751	81456	2.10	0	12
NW_026511776.1	165968	614892	3.70	0	21
NW_026511777.1	155494	344205	2.21	0	14
NW_026511778.1	7042	155272	22.05	0	423
NW_026511779.1	482876	2111940	4.37	0	47
NW_026511780.1	38016	104967	2.76	0	23
NW_026511781.1	94497	269304	2.85	0	14
NW_026511782.1	497944	2011003	4.04	0	33
NW_026511783.1	300235	1061065	3.53	0	40
NW_026511784.1	437679	858965	1.96	0	173
NW_026511785.1	133674	313221	2.34	0	14
NW_026511786.1	194507	403822	2.08	0	27
NW_026511787.1	24351	100206	4.12	0	13
NW_026511788.1	27232	68173	2.50	0	14
NW_026511789.1	102669	313837	3.06	0	17
NW_026511790.1	52158	148869	2.85	0	22
NW_026511791.1	50402	130540	2.59	0	13
NW_026511792.1	96393	200023	2.08	0	20
NW_026511793.1	82257	101949	1.24	0	15
NW_026511794.1	24269	111686	4.60	0	14
NW_026511795.1	35167	154824	4.40	0	18
NW_026511796.1	72252	188378	2.61	0	257
NW_026511797.1	36936	45559	1.23	0	29
NW_026511798.1	41306	169974	4.11	0	15
NW_026511799.1	66526	392268	5.90	0	80
NW_026511800.1	20904	43501	2.08	0	13
NW_026511801.1	49961	86412	1.73	0	22
NW_026511802.1	57089	206342	3.61	0	25
NW_026511803.1	50090	46615	0.93	0	23
NW_026511804.1	25560	86930	3.40	0	19
NW_026511805.1	17566	64253	3.66	0	13
NW_026511806.1	241741	676461	2.80	0	687
NW_026511807.1	72048	181622	2.52	0	26
NW_026511808.1	24239	93727	3.87	0	22
NW_026511809.1	275654	1570854	5.70	0	250
NW_026511810.1	79311	90539	1.14	0	10
NW_026511811.1	102884	384167	3.73	0	105
NW_026511812.1	91961	188876	2.05	0	55
NW_026511813.1	150848	288586	1.91	0	21
NW_026511814.1	229059	622441	2.72	0	35
NW_026511815.1	41792	164178	3.93	0	18
NW_026511816.1	41514	123631	2.98	0	20
NW_026511817.1	40254	140302	3.49	0	35
NW_026511818.1	24852	94879	3.82	0	13
NW_026511819.1	276595	598348	2.16	0	44
NW_026511820.1	322540	3117025	9.66	0	71
NW_026511821.1	64442	36409	0.56	0	8
NW_026511822.1	55359	112224	2.03	0	12
NW_026511823.1	22003	1836521	83.47	0	480
NW_026511824.1	70572	102597	1.45	0	28
NW_026511825.1	231518	586573	2.53	0	78
NW_026511826.1	31909	133106	4.17	0	38
NW_026511827.1	48380	83647	1.73	0	10
NW_026511828.1	66251	241912	3.65	0	288
NW_026511829.1	37838	87821	2.32	0	21
NW_026511830.1	402522	988948	2.46	0	75
NW_026511831.1	49989	87693	1.75	0	13
NW_026511832.1	43483	138373	3.18	0	19
NW_026511833.1	342299	1076314	3.14	0	33
NW_026511834.1	32425	80954	2.50	0	44
NW_026511835.1	10550	49160	4.66	0	30
NW_026511836.1	50199	104304	2.08	0	13
NW_026511837.1	45445	84823	1.87	0	20
NW_026511838.1	81545	290271	3.56	0	185
NW_026511839.1	38780	137136	3.54	0	29
NW_026511840.1	39228	226615	5.78	0	30
NW_026511841.1	52440	204002	3.89	0	100
NW_026511842.1	28974	28745	0.99	0	8
NW_026511843.1	39092	303017	7.75	0	33
NW_026511844.1	305639	725811	2.37	0	22
NW_026511845.1	49994	49211	0.98	0	15
NW_026511846.1	85788	96736	1.13	0	20
NW_026511847.1	40305	180329	4.47	0	66
NW_026511848.1	39679	131545	3.32	0	15
NW_026511849.1	34223	105743	3.09	0	14
NW_026511850.1	112335	411301	3.66	0	58
NW_026511851.1	49912	48407	0.97	0	7
NW_026511852.1	353587	954393	2.70	0	50
NW_026511853.1	33509	99451	2.97	0	20
NW_026511854.1	22782	93740	4.11	0	14
NW_026511855.1	104489	144819	1.39	0	32
NW_026511856.1	18093	17498	0.97	0	5
NW_026511857.1	45739	70572	1.54	0	21
NW_026511858.1	37491	170746	4.55	0	32
NW_026511859.1	33220	124565	3.75	0	16
NW_026511860.1	360095	1743864	4.84	0	411
NW_026511861.1	332371	781534	2.35	0	37
NW_026511862.1	49520	173627	3.51	0	20
NW_026511863.1	31750	116696	3.68	0	18
NW_026511864.1	33795	67863	2.01	0	14
NW_026511865.1	411033	808223	1.97	0	149
NW_026511866.1	27087	63270	2.34	0	15
NW_026511867.1	72665	317298	4.37	0	239
NW_026511868.1	59642	72509	1.22	0	14
NW_026511869.1	48479	105320	2.17	0	38
NW_026511870.1	21575	68003	3.15	0	79
NW_026511871.1	3794816	13700251	3.61	0	208
NW_026511872.1	50022	57114	1.14	0	8
NW_026511873.1	3859	7876	2.04	0	7
NW_026511874.1	23278	130277	5.60	0	55
NW_026511875.1	167697	427159	2.55	0	38
NW_026511876.1	114942	123264	1.07	0	23
